,YTID,start_seconds,end_seconds,positive_labels,tags_k,tags,num_keys,num_tags
8142,MXdVnDVjSL8,30.0,40.0,"/m/01hgjl,/m/04rlf,/m/07s72n","['/m/01hgjl', '/m/04rlf', '/m/07s72n']","['Music', 'Music', 'Music']",3,3
8143,MXffROjfCTs,320.0,330.0,"/m/06_y0by,/m/09x0r","['/m/06_y0by', '/m/09x0r']","['Channel environment and background', 'Human Sounds']",2,2
8144,MXmWFHB0HLM,310.0,320.0,/m/07c52,['/m/07c52'],['Channel environment and background'],1,1
8145,MXtoTI_KLBQ,20.0,30.0,"/m/04rlf,/m/06_y0by","['/m/04rlf', '/m/06_y0by']","['Music', 'Channel environment and background']",2,2
8146,MY5wxOhlPig,30.0,40.0,/m/01c194,['/m/01c194'],['Human Sounds'],1,1
8147,MYSoj-wXlsE,540.0,550.0,"/m/04rlf,/m/06bz3,/m/09x0r","['/m/04rlf', '/m/06bz3', '/m/09x0r']","['Music', 'Channel environment and background', 'Human Sounds']",3,3
8148,MYv61ewejqk,40.0,50.0,"/m/02z32qm,/m/04rlf,/m/09x0r","['/m/02z32qm', '/m/04rlf', '/m/09x0r']","['Sounds of things', 'Music', 'Human Sounds']",3,3
8149,MZssGuD0KhE,200.0,210.0,/m/03wvsk,['/m/03wvsk'],['Sounds of things'],1,1
8150,M_F44wV4Ddo,30.0,40.0,/m/07pczhz,['/m/07pczhz'],['Sounds of things'],1,1
8151,M_gfbIET1Tc,170.0,180.0,/m/0dl5d,['/m/0dl5d'],['Music'],1,1
8152,M_kmLz7ZhDY,30.0,40.0,/m/07s34ls,['/m/07s34ls'],['Source-ambiguous sounds'],1,1
8153,Ma-Du3vlVpU,20.0,30.0,"/m/03fwl,/m/04rlf,/m/07q0h5t,/m/0jbk","['/m/03fwl', '/m/04rlf', '/m/07q0h5t', '/m/0jbk']","['Animal', 'Music', 'Animal', 'Animal']",4,4
8154,Maul1ExUbfk,20.0,30.0,"/m/01b_21,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk","['/m/01b_21', '/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0jbk']","['Human Sounds', 'Animal', 'Human Sounds', 'Animal', 'Animal']",5,5
8155,MbKkOpo09iI,100.0,110.0,"/m/025_jnm,/m/09x0r,/t/dd00125","['/m/025_jnm', '/m/09x0r', '/t/dd00125']","['Human Sounds', 'Human Sounds', 'Channel environment and background']",3,3
8156,MbOu1rlgL3U,1.0,11.0,/m/07qsvvw,['/m/07qsvvw'],['Sounds of things'],1,1
8157,MbXLrYf-lK4,80.0,90.0,"/m/04rlf,/m/074ft,/m/0xzly","['/m/04rlf', '/m/074ft', '/m/0xzly']","['Music', 'Music', 'Music']",3,3
8158,McgfmsC8tIE,200.0,210.0,/m/0150b9,['/m/0150b9'],['Music'],1,1
8159,MclbaYtc94E,520.0,530.0,/m/025td0t,['/m/025td0t'],['Music'],1,1
8160,McsbAjR3tVo,190.0,200.0,/m/07rdhzs,['/m/07rdhzs'],['Source-ambiguous sounds'],1,1
8161,McwJQR6vKDA,10.0,20.0,/m/02_41,['/m/02_41'],['Natural Sounds'],1,1
8162,MdEOhXKZ05A,40.0,50.0,/m/0242l,['/m/0242l'],['Sounds of things'],1,1
8163,MdkxyB4R01c,90.0,100.0,"/m/02jz0l,/m/03dnzn,/m/0838f","['/m/02jz0l', '/m/03dnzn', '/m/0838f']","['Sounds of things', 'Sounds of things', 'Natural Sounds']",3,3
8164,MdsRmMxkF4k,50.0,60.0,"/m/04rlf,/t/dd00037,/t/dd00128","['/m/04rlf', '/t/dd00037', '/t/dd00128']","['Music', 'Music', 'Channel environment and background']",3,3
8165,Me0_2hkl2ZU,40.0,50.0,"/m/09x0r,/m/0dv3j","['/m/09x0r', '/m/0dv3j']","['Human Sounds', 'Sounds of things']",2,2
8166,Me5oFWrV6cg,20.0,30.0,"/m/03q5_w,/m/09x0r","['/m/03q5_w', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8167,MeA8CSKAuvw,30.0,40.0,"/m/015y_n,/m/04rlf,/m/0g293","['/m/015y_n', '/m/04rlf', '/m/0g293']","['Music', 'Music', 'Music']",3,3
8168,MeFN5p0ZWQk,30.0,40.0,/m/01m4t,['/m/01m4t'],['Sounds of things'],1,1
8169,MeO09umy4tg,24.0,34.0,"/m/04rlf,/m/07q5rw0","['/m/04rlf', '/m/07q5rw0']","['Music', 'Animal']",2,2
8170,Meshocn2mZQ,30.0,40.0,"/m/07st88b,/m/09ld4","['/m/07st88b', '/m/09ld4']","['Animal', 'Animal']",2,2
8171,MfCOvU5nfbQ,580.0,590.0,"/m/023vsd,/m/07pdjhy","['/m/023vsd', '/m/07pdjhy']","['Sounds of things', 'Source-ambiguous sounds']",2,2
8172,MfjnwDT7KBQ,10.0,20.0,"/m/07qcx4z,/m/09x0r","['/m/07qcx4z', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
8173,Mfs1A6swNzg,470.0,480.0,/m/01v_m0,['/m/01v_m0'],['Source-ambiguous sounds'],1,1
8174,Mg5f_4pJFPw,20.0,30.0,/m/039jq,['/m/039jq'],['Sounds of things'],1,1
8175,MgdYDs97bLk,77.0,87.0,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5","['/m/02rr_', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/07m2kt', '/m/0g12c5']","['Sounds of things', 'Music', 'Music', 'Music', 'Sounds of things', 'Channel environment and background']",6,6
8176,MgjgQJGmymk,9.0,19.0,/m/07pjjrj,['/m/07pjjrj'],['Source-ambiguous sounds'],1,1
8177,Mhvgz5AjV3U,30.0,40.0,"/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y,/m/0ggq0m","['/m/0326g', '/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/0fx80y', '/m/0ggq0m']","['Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music']",7,7
8178,MhwksRHzSEc,30.0,40.0,"/m/02zsn,/m/09x0r","['/m/02zsn', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8179,Mi6O7YqqeTg,100.0,110.0,"/m/07r5v4s,/m/09x0r,/t/dd00125","['/m/07r5v4s', '/m/09x0r', '/t/dd00125']","['Sounds of things', 'Human Sounds', 'Channel environment and background']",3,3
8180,MiR63kVN0xU,0.0,10.0,"/m/02fs_r,/m/04rlf","['/m/02fs_r', '/m/04rlf']","['Source-ambiguous sounds', 'Music']",2,2
8181,MiWskwqOMrg,30.0,40.0,"/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y","['/m/01b9nn', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/09x0r', '/m/0fx80y']","['Channel environment and background', 'Music', 'Music', 'Music', 'Human Sounds', 'Music']",6,6
8182,MiaERolVcCM,320.0,330.0,"/m/015y_n,/m/04rlf","['/m/015y_n', '/m/04rlf']","['Music', 'Music']",2,2
8183,MioADs8Kgto,30.0,40.0,"/m/03cczk,/m/07pdhp0","['/m/03cczk', '/m/07pdhp0']","['Human Sounds', 'Human Sounds']",2,2
8184,MjPIdaG5mKQ,410.0,420.0,"/m/025td0t,/m/04rlf,/m/09x0r","['/m/025td0t', '/m/04rlf', '/m/09x0r']","['Music', 'Music', 'Human Sounds']",3,3
8185,MjQ0cPtfmug,5.0,15.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t","['/m/025rv6n', '/m/07qn5dc', '/m/07st89h', '/m/09b5t']","['Animal', 'Animal', 'Animal', 'Animal']",4,4
8186,MjdPEDDG-n0,160.0,170.0,"/m/06xkwv,/m/07rcgpl","['/m/06xkwv', '/m/07rcgpl']","['Channel environment and background', 'Source-ambiguous sounds']",2,2
8187,MjfCH89sBzs,70.0,80.0,/m/0dls3,['/m/0dls3'],['Music'],1,1
8188,Mk23vQxKr6U,140.0,150.0,/m/03w41f,['/m/03w41f'],['Music'],1,1
8189,MkHqlntDmkI,2.0,12.0,/m/03v3yw,['/m/03v3yw'],['Sounds of things'],1,1
8190,MkUDPLkMGxA,230.0,240.0,"/m/07yv9,/m/0912c9,/m/09x0r,/m/0k4j","['/m/07yv9', '/m/0912c9', '/m/09x0r', '/m/0k4j']","['Sounds of things', 'Sounds of things', 'Human Sounds', 'Sounds of things']",4,4
8191,Mkgyfu4KSwA,260.0,270.0,"/m/07q6cd_,/m/09x0r","['/m/07q6cd_', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8192,MljFzMvOAeo,30.0,40.0,"/m/04rlf,/m/07qsvvw,/m/09x0r","['/m/04rlf', '/m/07qsvvw', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
8193,MlnK2sa7mm4,70.0,80.0,"/m/03qjg,/m/085jw","['/m/03qjg', '/m/085jw']","['Music', 'Music']",2,2
8194,MlncpslMIEo,20.0,30.0,"/m/013y1f,/m/03gvt,/m/03xq_f","['/m/013y1f', '/m/03gvt', '/m/03xq_f']","['Music', 'Music', 'Music']",3,3
8195,Mlyyxl0bXro,0.0,10.0,"/m/04rlf,/m/07p78v5","['/m/04rlf', '/m/07p78v5']","['Music', 'Source-ambiguous sounds']",2,2
8196,MmD0QC5W_vc,40.0,50.0,"/m/015lz1,/m/01swy6,/m/074ft,/m/09x0r","['/m/015lz1', '/m/01swy6', '/m/074ft', '/m/09x0r']","['Human Sounds', 'Human Sounds', 'Music', 'Human Sounds']",4,4
8197,MmR_ttXvw9c,4.0,14.0,/m/07pc8lb,['/m/07pc8lb'],['Source-ambiguous sounds'],1,1
8198,Mma2Labgdw0,30.0,40.0,/m/0mbct,['/m/0mbct'],['Music'],1,1
8199,Mmk9fMWGqJ8,70.0,80.0,/m/03r5q_,['/m/03r5q_'],['Music'],1,1
8200,Mmke73EQZ08,20.0,30.0,"/m/04rlf,/m/05tny_","['/m/04rlf', '/m/05tny_']","['Music', 'Animal']",2,2
8201,MmqRlHntd0Q,80.0,90.0,"/m/05pd6,/m/07rwm0c","['/m/05pd6', '/m/07rwm0c']","['Music', 'Source-ambiguous sounds']",2,2
8202,MnPr6OFdMls,10.0,20.0,"/m/05x_td,/m/09x0r","['/m/05x_td', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8203,MnlsEPpRXNk,30.0,40.0,"/m/04rlf,/m/07qb_dv","['/m/04rlf', '/m/07qb_dv']","['Music', 'Source-ambiguous sounds']",2,2
8204,MnvU-Usbd3U,30.0,40.0,"/m/07q7njn,/m/09x0r","['/m/07q7njn', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8205,Mo-mp5wIwI4,30.0,40.0,"/m/019jd,/m/02rlv9","['/m/019jd', '/m/02rlv9']","['Sounds of things', 'Sounds of things']",2,2
8206,Mo2hGCIYGF0,150.0,160.0,"/m/015lz1,/m/04rlf,/m/04szw,/m/0gg8l","['/m/015lz1', '/m/04rlf', '/m/04szw', '/m/0gg8l']","['Human Sounds', 'Music', 'Music', 'Music']",4,4
8207,Mo4et0S_EcM,180.0,190.0,"/m/09x0r,/t/dd00088","['/m/09x0r', '/t/dd00088']","['Human Sounds', 'Sounds of things']",2,2
8208,MoPxUsrkz6E,30.0,40.0,"/m/01v1d8,/m/04rlf","['/m/01v1d8', '/m/04rlf']","['Music', 'Music']",2,2
8209,MoXLaJtNCYI,30.0,40.0,/m/07q0yl5,['/m/07q0yl5'],['Human Sounds'],1,1
8210,Mobvefn9t1g,70.0,80.0,"/m/02c8p,/m/09x0r,/t/dd00125","['/m/02c8p', '/m/09x0r', '/t/dd00125']","['Sounds of things', 'Human Sounds', 'Channel environment and background']",3,3
8211,Moi9uLgZPfg,60.0,70.0,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv","['/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
8212,Mop0WkL-2EQ,0.0,10.0,"/m/03fwl,/m/0jbk","['/m/03fwl', '/m/0jbk']","['Animal', 'Animal']",2,2
8213,Mp1MHSeHa0o,0.0,10.0,"/m/04rlf,/m/07kc_","['/m/04rlf', '/m/07kc_']","['Music', 'Music']",2,2
8214,Mp1bGjvmAaQ,370.0,380.0,"/m/09x0r,/m/0dv3j,/t/dd00088","['/m/09x0r', '/m/0dv3j', '/t/dd00088']","['Human Sounds', 'Sounds of things', 'Sounds of things']",3,3
8215,Mp9yyb05MMg,15.0,25.0,"/m/04rlf,/m/07q4ntr","['/m/04rlf', '/m/07q4ntr']","['Music', 'Human Sounds']",2,2
8216,MpUdDEbFJE8,300.0,310.0,/m/0llzx,['/m/0llzx'],['Sounds of things'],1,1
8217,MpjN21Z93JY,180.0,190.0,"/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y","['/m/04rlf', '/m/04szw', '/m/07xzm', '/m/0fx80y']","['Music', 'Music', 'Music', 'Music']",4,4
8218,Mpkp1TZSNhs,0.0,10.0,"/m/02p01q,/m/083vt","['/m/02p01q', '/m/083vt']","['Sounds of things', 'Sounds of things']",2,2
8219,MqDA0h-8IvE,260.0,270.0,"/m/02g901,/m/04fgwm,/m/09x0r","['/m/02g901', '/m/04fgwm', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Human Sounds']",3,3
8220,MqQNO5Uo8HM,0.0,10.0,"/m/011k_j,/m/04rlf","['/m/011k_j', '/m/04rlf']","['Music', 'Music']",2,2
8221,MqUQb9pYHyw,0.0,10.0,/m/07rn7sz,['/m/07rn7sz'],['Sounds of things'],1,1
8222,MqbjdU-Jzdk,110.0,120.0,/m/02z32qm,['/m/02z32qm'],['Sounds of things'],1,1
8223,Mqgce-JP-aI,30.0,40.0,"/m/04rlf,/m/0dwt5","['/m/04rlf', '/m/0dwt5']","['Music', 'Music']",2,2
8224,Mqtl7aWa8vU,160.0,170.0,"/m/0164x2,/m/04rlf,/m/06j6l","['/m/0164x2', '/m/04rlf', '/m/06j6l']","['Music', 'Music', 'Music']",3,3
8225,Mr0oj6Tbcqk,20.0,30.0,"/m/04rmv,/m/09x0r","['/m/04rmv', '/m/09x0r']","['Animal', 'Human Sounds']",2,2
8226,MrB0OSxj0os,120.0,130.0,"/m/06bz3,/m/09x0r","['/m/06bz3', '/m/09x0r']","['Channel environment and background', 'Human Sounds']",2,2
8227,MrCgtkH-mIs,390.0,400.0,"/m/07p7b8y,/m/09x0r,/m/0jbk","['/m/07p7b8y', '/m/09x0r', '/m/0jbk']","['Sounds of things', 'Human Sounds', 'Animal']",3,3
8228,MrMXYO2fzJ4,140.0,150.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/0bm02,/m/0l14md","['/m/01qbl', '/m/026t6', '/m/02hnl', '/m/03qtq', '/m/03t3fj', '/m/0bm02', '/m/0l14md']","['Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music']",7,7
8229,MrVmRjK58VU,100.0,110.0,/m/07r4gkf,['/m/07r4gkf'],['Animal'],1,1
8230,MrXqIfHX-UY,30.0,40.0,"/m/01c194,/m/04rlf","['/m/01c194', '/m/04rlf']","['Human Sounds', 'Music']",2,2
8231,Mr_V8fGzlO8,410.0,420.0,"/m/07ptzwd,/m/0838f","['/m/07ptzwd', '/m/0838f']","['Sounds of things', 'Natural Sounds']",2,2
8232,Mr_pVkW6ank,30.0,40.0,/m/0dl83,['/m/0dl83'],['Sounds of things'],1,1
8233,Mrm82kPHFzM,30.0,40.0,"/m/025_jnm,/m/04rlf","['/m/025_jnm', '/m/04rlf']","['Human Sounds', 'Music']",2,2
8234,Ms4usE_5R3o,0.0,10.0,"/m/04rlf,/m/07qqyl4","['/m/04rlf', '/m/07qqyl4']","['Music', 'Sounds of things']",2,2
8235,MsBB8ajopRg,30.0,40.0,/m/01h82_,['/m/01h82_'],['Sounds of things'],1,1
8236,MsIHSmpTFQg,110.0,120.0,"/m/015lz1,/m/04rlf,/m/05lls","['/m/015lz1', '/m/04rlf', '/m/05lls']","['Human Sounds', 'Music', 'Music']",3,3
8237,MsXvOWXDlOI,20.0,30.0,/m/02p3nc,['/m/02p3nc'],['Human Sounds'],1,1
8238,MsggONi5frI,10.0,20.0,/m/07pczhz,['/m/07pczhz'],['Sounds of things'],1,1
8239,MtSgDEoFqX0,50.0,60.0,"/m/04k94,/m/0838f,/m/09x0r","['/m/04k94', '/m/0838f', '/m/09x0r']","['Sounds of things', 'Natural Sounds', 'Human Sounds']",3,3
8240,MtVLmOvQopM,20.0,30.0,/m/0mkg,['/m/0mkg'],['Music'],1,1
8241,MtXS_LO3nNU,50.0,60.0,"/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092","['/m/019jd', '/m/02rlv9', '/m/03m9d0z', '/t/dd00092']","['Sounds of things', 'Sounds of things', 'Natural Sounds', 'Natural Sounds']",4,4
8242,MtnCg2VdOA8,160.0,170.0,"/m/07pyy8b,/m/0ytgt","['/m/07pyy8b', '/m/0ytgt']","['Human Sounds', 'Human Sounds']",2,2
8243,MtxcJXwk-5c,30.0,40.0,"/m/013y1f,/m/03gvt,/m/03xq_f","['/m/013y1f', '/m/03gvt', '/m/03xq_f']","['Music', 'Music', 'Music']",3,3
8244,MtyO_Dh8S1o,20.0,30.0,/m/01d3sd,['/m/01d3sd'],['Human Sounds'],1,1
8245,MuX_WLoOItE,18.0,28.0,"/m/07q0yl5,/m/09x0r","['/m/07q0yl5', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8246,MudNYzQ1iHk,30.0,40.0,/m/07rbp7_,['/m/07rbp7_'],['Source-ambiguous sounds'],1,1
8247,MudNt7zAyYI,30.0,40.0,"/m/01hnzm,/m/04rlf","['/m/01hnzm', '/m/04rlf']","['Sounds of things', 'Music']",2,2
8248,Mul6x5eHi_E,20.0,30.0,/m/01lsmm,['/m/01lsmm'],['Sounds of things'],1,1
8249,MuvuZhHeM3s,490.0,500.0,/m/0g6b5,['/m/0g6b5'],['Sounds of things'],1,1
8250,Mv90uA0tmgc,280.0,290.0,"/m/04rlf,/m/07s8j8t,/m/0gywn","['/m/04rlf', '/m/07s8j8t', '/m/0gywn']","['Music', 'Source-ambiguous sounds', 'Music']",3,3
8251,MviNb4jpRCU,30.0,40.0,"/m/04rlf,/t/dd00018","['/m/04rlf', '/t/dd00018']","['Music', 'Animal']",2,2
8252,MvqUmfD92AE,0.0,8.0,"/m/01hsr_,/m/04rlf","['/m/01hsr_', '/m/04rlf']","['Human Sounds', 'Music']",2,2
8253,MvvZ2akuEKU,0.0,10.0,"/m/012n7d,/m/03j1ly,/m/03kmc9","['/m/012n7d', '/m/03j1ly', '/m/03kmc9']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
8254,Mw6qbBeBvLM,50.0,60.0,/m/01hsr_,['/m/01hsr_'],['Human Sounds'],1,1
8255,MwU0pFRjxlU,0.0,10.0,/m/07brj,['/m/07brj'],['Music'],1,1
8256,Mx6CXY4lBlM,30.0,40.0,/m/07pzfmf,['/m/07pzfmf'],['Natural Sounds'],1,1
8257,MxCnp3kUc4o,40.0,50.0,"/m/02p3nc,/m/09x0r","['/m/02p3nc', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8258,MxXL1n59I5U,30.0,40.0,"/m/04rlf,/m/07p6mqd,/m/09x0r","['/m/04rlf', '/m/07p6mqd', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
8259,Mx_JJSIfIks,10.0,20.0,/m/06_y0by,['/m/06_y0by'],['Channel environment and background'],1,1
8260,MxcL0AokhgY,30.0,40.0,"/m/01bns_,/m/0d8_n","['/m/01bns_', '/m/0d8_n']","['Music', 'Music']",2,2
8261,MxeGNBAWmm0,40.0,50.0,"/m/04rlf,/m/068hy,/m/07r67yg,/m/0bt9lr,/m/0jbk","['/m/04rlf', '/m/068hy', '/m/07r67yg', '/m/0bt9lr', '/m/0jbk']","['Music', 'Animal', 'Sounds of things', 'Animal', 'Animal']",5,5
8262,MxlmxZrSeKA,30.0,40.0,"/m/02cjck,/m/04rlf,/m/0l14gg","['/m/02cjck', '/m/04rlf', '/m/0l14gg']","['Music', 'Music', 'Music']",3,3
8263,MxsMk9Bqd54,70.0,80.0,/m/07pyy8b,['/m/07pyy8b'],['Human Sounds'],1,1
8264,My1AJiLY1gw,150.0,160.0,"/m/01jwx6,/m/02mk9","['/m/01jwx6', '/m/02mk9']","['Channel environment and background', 'Sounds of things']",2,2
8265,MyH8zQw9csc,30.0,40.0,"/m/03qjg,/m/085jw","['/m/03qjg', '/m/085jw']","['Music', 'Music']",2,2
8266,MyeC6C7jwEk,30.0,40.0,/m/06h7j,['/m/06h7j'],['Human Sounds'],1,1
8267,Myq4ItcoeVw,210.0,220.0,/m/02rtxlg,['/m/02rtxlg'],['Human Sounds'],1,1
8268,N-26aD8z19c,170.0,180.0,"/m/07rrh0c,/m/09x0r","['/m/07rrh0c', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8269,N-270xmgaO4,30.0,40.0,"/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092","['/m/034srq', '/m/03m9d0z', '/m/05kq4', '/t/dd00092']","['Natural Sounds', 'Natural Sounds', 'Natural Sounds', 'Natural Sounds']",4,4
8270,N-2UjtFXl1E,30.0,40.0,"/m/04rlf,/m/07s8j8t,/m/07sbbz2","['/m/04rlf', '/m/07s8j8t', '/m/07sbbz2']","['Music', 'Source-ambiguous sounds', 'Music']",3,3
8271,N-6sgaLLy5o,130.0,140.0,"/m/015lz1,/m/04rlf,/m/0b9m1","['/m/015lz1', '/m/04rlf', '/m/0b9m1']","['Human Sounds', 'Music', 'Source-ambiguous sounds']",3,3
8272,N-8DKbT6nbM,30.0,40.0,/m/07qlwh6,['/m/07qlwh6'],['Sounds of things'],1,1
8273,N-IvW6J2e80,70.0,80.0,"/m/03lty,/m/04rlf","['/m/03lty', '/m/04rlf']","['Music', 'Music']",2,2
8274,N-aqYNfr6VA,90.0,100.0,/m/07plct2,['/m/07plct2'],['Source-ambiguous sounds'],1,1
8275,N00bYlxRgnE,30.0,40.0,/m/046dlr,['/m/046dlr'],['Sounds of things'],1,1
8276,N00rJwI56_c,190.0,200.0,"/m/02yds9,/m/04rlf","['/m/02yds9', '/m/04rlf']","['Animal', 'Music']",2,2
8277,N04e3n0yrTo,250.0,260.0,"/m/07rkbfh,/m/09x0r","['/m/07rkbfh', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8278,N05DQOiWvdM,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk","['/m/01yrx', '/m/02yds9', '/m/068hy', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Animal']",4,4
8279,N0DNMYmC3LA,15.0,25.0,"/m/04rlf,/m/07qdb04,/m/09ddx","['/m/04rlf', '/m/07qdb04', '/m/09ddx']","['Music', 'Animal', 'Animal']",3,3
8280,N0ZFAtSyuSs,330.0,340.0,"/m/04rlf,/m/07qcx4z,/t/dd00125","['/m/04rlf', '/m/07qcx4z', '/t/dd00125']","['Music', 'Source-ambiguous sounds', 'Channel environment and background']",3,3
8281,N0e03A5ilrY,140.0,150.0,"/m/03q5_w,/m/09x0r","['/m/03q5_w', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8282,N0i99VyZCg8,70.0,80.0,"/m/04rlf,/t/dd00037","['/m/04rlf', '/t/dd00037']","['Music', 'Music']",2,2
8283,N1k9lRXVrjE,160.0,170.0,/m/01wy6,['/m/01wy6'],['Music'],1,1
8284,N20w9BT1yxA,30.0,40.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb","['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/06hck5', '/m/06wzb', '/m/07jdr', '/m/07rjwbb']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Natural Sounds', 'Sounds of things', 'Animal']",7,7
8285,N24fo43ksp4,40.0,50.0,"/m/0jbk,/t/dd00088","['/m/0jbk', '/t/dd00088']","['Animal', 'Sounds of things']",2,2
8286,N2SDcbOESXI,340.0,350.0,/m/01w250,['/m/01w250'],['Human Sounds'],1,1
8287,N2b86QnEA7k,50.0,60.0,"/m/09x0r,/m/0jbk,/t/dd00013","['/m/09x0r', '/m/0jbk', '/t/dd00013']","['Human Sounds', 'Animal', 'Human Sounds']",3,3
8288,N34phD4CqxE,30.0,40.0,"/m/015y_n,/m/04rlf","['/m/015y_n', '/m/04rlf']","['Music', 'Music']",2,2
8289,N3F6-3SV1OM,30.0,40.0,"/m/04rlf,/m/09t49","['/m/04rlf', '/m/09t49']","['Music', 'Natural Sounds']",2,2
8290,N3I0bQOafN8,30.0,40.0,"/m/06mb1,/m/0jb2l,/m/0ngt1","['/m/06mb1', '/m/0jb2l', '/m/0ngt1']","['Natural Sounds', 'Natural Sounds', 'Natural Sounds']",3,3
8291,N3QkqwJAJF4,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00018","['/m/04rlf', '/m/09x0r', '/t/dd00018']","['Music', 'Human Sounds', 'Animal']",3,3
8292,N3Xz_m4s9rg,110.0,120.0,/m/07plct2,['/m/07plct2'],['Source-ambiguous sounds'],1,1
8293,N3_Pyp1stAE,90.0,100.0,"/m/09x0r,/t/dd00001","['/m/09x0r', '/t/dd00001']","['Human Sounds', 'Human Sounds']",2,2
8294,N3bseCV5IZA,50.0,60.0,/m/07r4gkf,['/m/07r4gkf'],['Animal'],1,1
8295,N3hy3OAIvgM,230.0,240.0,"/m/0164x2,/m/04rlf,/m/04szw,/m/06j64v,/m/07y_7","['/m/0164x2', '/m/04rlf', '/m/04szw', '/m/06j64v', '/m/07y_7']","['Music', 'Music', 'Music', 'Music', 'Music']",5,5
8296,N3pxp1FCJRQ,110.0,120.0,"/m/07pp_mv,/m/0c3f7m","['/m/07pp_mv', '/m/0c3f7m']","['Sounds of things', 'Sounds of things']",2,2
8297,N3yLARaRIYU,250.0,260.0,/m/07qqyl4,['/m/07qqyl4'],['Sounds of things'],1,1
8298,N3zMQvVkpBo,20.0,30.0,"/m/04k94,/m/07p6mqd,/m/09x0r,/t/dd00129","['/m/04k94', '/m/07p6mqd', '/m/09x0r', '/t/dd00129']","['Sounds of things', 'Sounds of things', 'Human Sounds', 'Channel environment and background']",4,4
8299,N4_Vav7DA5E,110.0,120.0,"/m/07qs1cx,/m/09x0r","['/m/07qs1cx', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8300,N4eMppEnPE0,260.0,270.0,/m/0l14t7,['/m/0l14t7'],['Music'],1,1
8301,N4wpaeLv5oc,200.0,210.0,"/m/01h8n0,/m/04rlf,/m/09x0r","['/m/01h8n0', '/m/04rlf', '/m/09x0r']","['Human Sounds', 'Music', 'Human Sounds']",3,3
8302,N51oJbWVWR0,30.0,40.0,"/m/01c194,/m/04rlf","['/m/01c194', '/m/04rlf']","['Human Sounds', 'Music']",2,2
8303,N5HX_OOYt_8,60.0,70.0,/m/07qn4z3,['/m/07qn4z3'],['Animal'],1,1
8304,N5Lefsrt9UE,30.0,40.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136","['/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0jbk', '/t/dd00136']","['Animal', 'Human Sounds', 'Animal', 'Animal', 'Animal']",5,5
8305,N5NGtmtnz_c,0.0,10.0,"/m/028v0c,/m/08p9q4","['/m/028v0c', '/m/08p9q4']","['Source-ambiguous sounds', 'Channel environment and background']",2,2
