YTID,start_seconds,end_seconds,positive_labels
nvdvywT7cZM,30.0,40.0,"/m/07r81j2,/m/0jbk"
nyIJM8r8w8M,580.0,590.0,"/m/023vsd,/m/07pdjhy"
nyR4ONkiUaU,30.0,40.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
nzXsbRlYTKw,440.0,450.0,"/m/07r4wb8,/m/09x0r"
nzaOwQkZPCM,30.0,40.0,"/m/04rlf,/t/dd00018"
nzs-k5tz2Cc,30.0,40.0,"/m/07q4ntr,/m/0cdnk,/m/0jbk"
o08cGjueDXM,200.0,210.0,"/m/03fwl,/m/05tny_,/m/07rc7d9,/m/09x0r,/m/0ch8v,/m/0jbk"
o249SLvNXfA,0.0,3.0,/m/07sx8x_
o3uyAx-rY2c,110.0,120.0,"/m/07qw_06,/m/09x0r,/t/dd00125"
o5FgJkRDaxc,590.0,600.0,"/m/03cczk,/m/09x0r,/t/dd00125"
o9GrSNyMeTU,0.0,10.0,"/m/01hsr_,/m/09x0r"
oAkJH4DVGfE,110.0,120.0,"/m/012xff,/m/02rtxlg,/m/09x0r"
oB-4AonWkg8,240.0,250.0,"/m/07r4wb8,/m/09x0r"
oCeT-oVsDfM,10.0,20.0,"/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j"
oDWcr4Wn3A0,90.0,100.0,"/m/028sqc,/m/04rlf,/m/07p78v5"
oGZ6IuIjYe4,30.0,40.0,"/m/085jw,/m/0l14l2"
oHhy4demgTc,8.0,18.0,/m/07s02z0
oI75hpDjXUE,300.0,310.0,"/m/03cczk,/m/09x0r,/t/dd00125"
oIu1-72QFHk,240.0,250.0,"/m/03vt0,/m/09xqv"
oLbYK5uBw0Q,130.0,140.0,/m/039jq
oMZcsGUi8ZE,0.0,10.0,"/m/085jw,/m/0l14l2"
oNAcYAyB-1s,80.0,90.0,"/m/015vgc,/m/04rlf"
oNAvGO6p4Mc,220.0,230.0,/m/07n_g
oNw926GQbWA,130.0,140.0,/m/07qw_06
oOI1uaTOnnM,450.0,460.0,"/m/04rlf,/m/07kc_,/t/dd00126"
oUmRveVMjRs,0.0,10.0,"/m/015jpf,/m/07cx4,/m/09x0r"
oW7RaV91N8Q,540.0,550.0,"/m/07qfr4h,/m/09x0r,/t/dd00126"
oX-liLQ8bkY,30.0,40.0,"/m/01bjv,/m/07yv9"
oXLI57UoXeM,30.0,40.0,"/m/019jd,/m/02rlv9"
oZqjwD1J4Vk,280.0,290.0,"/m/03qtwd,/t/dd00135"
oa1QRoiiT0E,20.0,30.0,/m/02bxd
oad746hCK1Q,30.0,40.0,"/m/015y_n,/m/04rlf"
ofpS65p32qQ,580.0,590.0,"/m/0326g,/m/04rlf"
ojgJBPjlFXk,170.0,180.0,"/m/015lz1,/m/04rlf,/m/0dq0md"
olEp35ZSSH4,20.0,30.0,"/m/07s2xch,/m/09x0r"
onBc-szcv6g,0.0,10.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07qv_d5,/m/07yv9"
opWWNszPDuo,15.0,25.0,/m/01jg02
oq4h6LGyDQ8,0.0,10.0,/m/03l9g
oqIOnHA16BM,100.0,110.0,"/m/01sm1g,/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
osFCx4URNyk,0.0,10.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq"
ouuunMSSsk8,230.0,240.0,"/m/07qs1cx,/m/09x0r"
ouzbZBZLdwc,70.0,80.0,"/m/01h8n0,/m/04rlf,/m/09x0r"
ov0Fe829K7s,200.0,210.0,"/m/07qf0zm,/m/0chx_,/m/0jbk,/t/dd00129"
owqEzv23cVE,30.0,40.0,"/m/078jl,/m/07rjwbb"
p-prnRAq-dM,20.0,30.0,"/m/028sqc,/m/04rlf,/m/04szw,/m/05pd6,/m/05r5c"
p1VgULGTPwU,190.0,200.0,/m/06_y0by
p3awpLME1Ms,160.0,170.0,"/m/03lty,/m/04rlf,/m/06by7,/t/dd00127"
p5-25z-BAs8,80.0,90.0,"/m/078jl,/m/07rjwbb"
p5GO3b-IdXU,160.0,170.0,/m/0j6m2
p5qKt5zlYaA,21.0,31.0,"/m/09x0r,/t/dd00002"
p77GWW1GVho,70.0,80.0,/m/0155w
pCbrZb_ajiw,240.0,250.0,"/m/025_jnm,/m/09x0r"
pDV2NHXL2sQ,30.0,40.0,"/m/01v_m0,/m/0hdsk"
pExh2tAcfOM,30.0,40.0,"/m/018w8,/m/07pqn27,/m/09x0r"
pGBE0OX4JQg,0.0,10.0,"/m/02rhddq,/m/04rlf,/m/07yv9,/m/0k4j"
pIpdn-w12ok,10.0,20.0,/m/0l15bq
pLg9DYeIHyE,30.0,40.0,"/m/07r_k2n,/m/09x0r"
pLzk8l6ujP8,50.0,60.0,"/m/01hnzm,/m/04rlf,/m/0dwsp"
pPY9Hbfa7nU,90.0,100.0,"/m/04rlf,/m/064t9,/m/07c52,/m/09x0r"
pQlhUKHVr4s,180.0,190.0,"/m/03qtwd,/m/053hz1,/t/dd00135"
pU5pzZa25Y8,160.0,170.0,/m/0l14qv
pVweRECRXxo,360.0,370.0,"/m/07p6mqd,/m/09x0r,/t/dd00129"
pWcNRhKUYzk,100.0,110.0,"/m/03qtwd,/m/04gy_2"
pYExP70_46M,70.0,80.0,"/m/04rlf,/m/0dls3"
pZMcN1Kgd_Q,50.0,60.0,"/m/04rlf,/m/09x0r,/m/0dq0md"
pZlGW5CCZaU,260.0,270.0,/m/0fx9l
pbLD2Ljn-is,30.0,40.0,/m/01jg1z
pbMu_ZS5sMg,4.0,14.0,"/m/07pyf11,/m/0c1dj"
pbeil77y4jI,60.0,70.0,/m/081rb
pfJgbvGO2lA,359.0,369.0,"/m/013y1f,/m/03xq_f"
pgs3jdFh498,0.0,10.0,/m/07rv4dm
plbakcOhC4k,30.0,40.0,"/m/07qcpgn,/m/09x0r"
pp5hFm89fOM,260.0,270.0,"/m/07qw_06,/m/09x0r"
pqIT5WDSb90,90.0,100.0,/m/01x3z
psEwlH67wBM,0.0,10.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
pu5E7MasK90,30.0,40.0,"/m/0395lw,/m/04rlf,/m/09x0r"
pw9FSnmLf6A,40.0,50.0,"/m/015lz1,/m/0y4f8,/m/0z9c"
pyl_A2a3zSY,260.0,270.0,"/m/04rlf,/m/07p78v5"
pzVgYnsGx1k,20.0,30.0,"/m/03vt0,/m/09f96,/m/0h2mp"
pzwT0n9BTxU,90.0,100.0,/m/0brhx
q-GuNYSOx3I,30.0,40.0,"/m/030rvx,/m/04rlf,/m/07qb_dv,/m/09x0r"
q0WnISE79mU,90.0,100.0,"/m/01z7dr,/m/04rlf"
q1y3u6mezio,30.0,40.0,"/m/015lz1,/m/02bk07,/m/04rlf,/m/074ft"
q31kgMmfjTY,190.0,200.0,"/m/0130jx,/m/02jz0l,/m/07p7b8y,/m/09x0r,/t/dd00125"
qD78OsJ5R0M,30.0,40.0,"/m/078jl,/m/07rjwbb"
qF5ihqYTQQk,80.0,90.0,"/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg"
qG7Qv8b5JFA,160.0,170.0,"/m/04rlf,/m/0g293"
qHpKSXWluAo,30.0,40.0,"/m/07rgt08,/m/09x0r"
qHutGIIGtbM,140.0,150.0,"/m/015lz1,/m/01lyv,/m/04rlf"
qLd4y2RoQ3U,14.0,24.0,/m/025_jnm
qLkyPEej884,30.0,40.0,/m/07qwyj0
qMCLu70HSCg,80.0,90.0,"/m/04rlf,/m/074ft,/m/0g293"
qMmTLIYjik0,230.0,240.0,"/m/09x0r,/m/0dl9sf8,/t/dd00125"
qSXLtCGwa1g,490.0,500.0,"/m/04rlf,/m/07q7njn"
qVil6ly7XGE,60.0,70.0,/m/0242l
qW5-hZGGx9U,120.0,130.0,"/m/01b_21,/m/09x0r"
qXf3sSzl9eY,6.0,16.0,"/m/07pjwq1,/m/09x0r"
qY_T4zhWvA8,20.0,30.0,"/m/07r_80w,/m/09d5_"
q_ClDJNpFV8,60.0,70.0,"/m/04rlf,/m/0790c"
q_o1hV7pQQM,90.0,100.0,"/m/04rlf,/m/07s8j8t"
qc_Ax-M4P3I,10.0,20.0,/m/02c8p
qcv_uPjPZxY,200.0,210.0,"/m/011k_j,/m/04rlf"
qd7Kzh5toYE,180.0,190.0,"/m/09x0r,/m/0dv3j"
qeO_1asH87o,10.0,20.0,"/m/04rlf,/t/dd00033"
qh24d7WmPbw,30.0,40.0,"/m/01jg02,/m/07p_0gm"
qhZc3dyqyeI,30.0,40.0,"/m/04rlf,/m/06rqw"
qhsK5XzhyoM,0.0,10.0,"/m/0242l,/m/04brg2"
qiTjd9aXJkg,420.0,430.0,"/m/02p01q,/m/07pdjhy,/m/083vt"
qmkBNvQEHRw,30.0,40.0,"/m/04rlf,/m/07qnq_y,/m/09x0r"
qo1-C_4kBQo,140.0,150.0,"/m/04rlf,/t/dd00031"
qpVLafAN8Dk,20.0,30.0,"/m/01j3sz,/m/07r660_"
qqMCiiZOaIA,40.0,50.0,"/m/032s66,/m/0_1c"
qqvt3ra8hZk,60.0,70.0,"/m/0jb2l,/m/0ngt1"
qsS8l9cSXXs,580.0,590.0,"/m/01kcd,/m/01wy6,/m/07gql"
qt-rFuXGCyY,270.0,280.0,"/m/015lz1,/m/028sqc"
qtMYTzJ7R8E,90.0,100.0,"/m/01hsr_,/m/09x0r"
qtkoSFDjrgM,170.0,180.0,"/m/04rlf,/t/dd00033"
quh5tbkyQss,320.0,330.0,/m/07qfgpx
qwlKkrMj7CQ,50.0,60.0,"/m/01d380,/m/07k1x,/m/0_ksk"
qyTbTbMDl-I,120.0,130.0,"/m/01jt3m,/m/0838f"
qzwn9UewNms,50.0,60.0,"/m/04rlf,/m/0jtg0"
r-btllT6g4k,430.0,440.0,"/m/01h8n0,/m/09x0r"
r0_FZlTYVy4,80.0,90.0,"/m/01m4t,/m/04rlf"
r1JkxDcu5Rw,20.0,30.0,"/g/122z_qxw,/m/09x0r"
r3mfdE7z7as,30.0,40.0,"/m/02p0sh1,/m/04rlf"
r4fMlKrBZQ8,100.0,110.0,"/m/03r5q_,/m/04rlf"
r6BHalkomJg,440.0,450.0,/m/0l14t7
r79J5BOo3os,420.0,430.0,"/m/02jz0l,/m/03dnzn,/m/0838f"
r7fM4iHjGPg,10.0,20.0,"/m/04rlf,/m/06w87"
rAihUO2btgo,30.0,40.0,"/m/04rlf,/m/06bxc"
rBUS8goJEBs,21.0,31.0,"/m/023pjk,/m/04brg2"
rECur58TKIA,10.0,20.0,"/m/07mzm6,/m/09x0r,/t/dd00125"
rFlYvsRGZMg,310.0,320.0,"/m/09x0r,/t/dd00127"
rHHnRWwIPg8,90.0,100.0,/m/0642b4
rHpsRp5eOQ8,0.0,10.0,"/m/01m2v,/m/0316dw"
rL6NCRFh_a8,10.0,20.0,/m/0l14t7
rMhqJfcNa3I,120.0,130.0,"/m/01j3sz,/m/07s04w4,/m/09x0r"
rMpzQZpV1UY,230.0,240.0,/m/07phhsh
rNhhTxnWY7c,100.0,110.0,"/m/07qc9xj,/m/09x0r"
rONQBspBi0E,30.0,40.0,"/m/04rlf,/m/07c52,/m/07qv_d5,/m/07yv9,/m/09x0r"
rQGMvoUYN5s,20.0,30.0,"/m/04rlf,/m/0dq0md"
rT1UMzblW_w,10.0,20.0,"/m/0k65p,/t/dd00129"
rTPuPvHg5rg,30.0,40.0,"/m/07rn7sz,/m/09x0r,/t/dd00125"
rTaMA7vq-Tc,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0dl9sf8"
rTiPmt-YFE4,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
rUNcwZQSvwY,0.0,10.0,"/m/028sqc,/m/04rlf,/m/07qfr4h,/m/09x0r"
rUx65-WvXr4,40.0,50.0,"/m/01m4t,/m/04rlf"
rYX3_ekLljk,470.0,480.0,/m/0dv5r
rZuF9SiaAvQ,40.0,50.0,"/m/0463cq4,/m/09x0r,/t/dd00125"
rad-iM5Ssbo,0.0,10.0,"/m/07qv_d5,/m/07r04,/m/07yv9,/m/0912c9,/m/09x0r,/t/dd00128"
rbR4wvKtWLo,90.0,100.0,"/m/07rrlb6,/m/09x0r"
rbuhKLlMxNQ,21.0,31.0,"/m/04rlf,/m/07p6mqd,/m/0838f,/m/09x0r"
rdTuCS_E6nQ,60.0,70.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
reut_GHJPpM,260.0,270.0,"/m/07pyy8b,/m/09x0r"
rezeXO85eYM,0.0,10.0,"/m/02mk9,/m/07yv9,/t/dd00130"
rfNN_SKdrPo,180.0,190.0,"/m/04rlf,/m/07pkxdp"
rjhreFT66-k,120.0,130.0,"/m/07pbtc8,/m/09x0r"
rlU1bL-BmmY,30.0,40.0,"/m/028sqc,/m/03r5q_,/m/04rlf"
rmfZ-r7wd6g,350.0,360.0,"/m/01j3sz,/m/03qc9zr,/m/04rlf,/m/09x0r"
rnPLN7OJWc4,180.0,190.0,"/m/07p9k1k,/m/0dxrf"
rpK2oHHZZ10,110.0,120.0,"/m/03q5_w,/m/07r4k75"
rrEB1RcaSMk,60.0,70.0,/m/01h8n0
rsRZQpsltMk,70.0,80.0,"/m/09x0r,/m/0gy1t2s,/m/0ytgt"
rvz6mLRDYoU,30.0,40.0,"/m/01swy6,/m/04rlf"
rwzSKarbvW0,30.0,40.0,/m/07rgkc5
rx_uQykvquk,20.0,30.0,"/m/07rjzl8,/m/09x0r"
rz2qNg31SWc,330.0,340.0,"/m/03dnzn,/m/07p7b8y,/m/09x0r,/t/dd00125"
rzIDFm-0zpQ,30.0,40.0,/m/07qlf79
s1Z5w3OIaXQ,10.0,20.0,"/m/01j3sz,/m/07sq110,/t/dd00125"
s22k0wwCdN0,30.0,40.0,/m/07q0yl5
s4laeV-Z8FM,10.0,20.0,"/m/0463cq4,/m/09x0r"
s6MjQ58xIzw,0.0,10.0,"/m/01jg02,/m/07p_0gm"
s7xO1rxpAw0,60.0,70.0,"/m/01280g,/m/07r4k75,/m/0jbk"
sErVkWNm_W4,14.0,24.0,/m/07q4ntr
sF8O7PKO7RE,20.0,30.0,"/m/07r4k75,/m/0c1dj"
sG3AwBtR9ok,30.0,40.0,"/m/01jnbd,/m/02rr_,/m/04rlf,/m/0g12c5"
sGR0bnlDDXk,170.0,180.0,/m/07pczhz
sGrm480vx0c,520.0,530.0,/m/02pjr4
sJ8qPRiA-mM,30.0,40.0,"/m/078jl,/m/07rjwbb"
sQu5tNTPo3w,110.0,120.0,"/m/07rkbfh,/m/09x0r"
sS928I5mpPA,50.0,60.0,/m/0150b9
saKG9m_7Z74,20.0,30.0,/m/0l156k
saPU2JNoytU,0.0,10.0,"/m/02rhddq,/m/09x0r,/m/0jbk"
sdpIhk0GV9s,0.0,6.0,"/m/07st88b,/m/09ld4"
sfA0tZgtSeg,30.0,40.0,/m/07qrkrw
skB58ju4Q0M,80.0,90.0,"/m/01hgjl,/m/04rlf,/m/07qb_dv,/m/09x0r"
slbFJyRC0N0,100.0,110.0,"/m/026t6,/m/02hnl,/m/03lty,/m/04rlf,/m/04szw,/t/dd00126"
slyw7S2VlgI,40.0,50.0,/m/096m7z
sohIj8cDtYo,130.0,140.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
sorRkcFRl3w,150.0,160.0,"/m/03wwcy,/m/07r67yg,/m/09x0r,/t/dd00128"
spYTDKDyLLU,30.0,40.0,"/m/01s0vc,/m/04rlf"
sp_rT_kKNYg,200.0,210.0,"/m/02w4v,/m/04rlf,/m/0dq0md"
svWOWgluDb8,390.0,400.0,"/m/0cj0r,/t/dd00128"
swuX9ZvOMcU,400.0,410.0,"/m/07pxg6y,/m/09x0r"
szxS2-lYgsA,30.0,40.0,"/m/03dnzn,/m/0838f"
t1_81iXEZys,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9"
tBm6H0bhFBY,310.0,320.0,"/m/07pp8cl,/m/09x0r,/t/dd00125"
tC2bf968d8M,440.0,450.0,"/m/03wwcy,/m/04rlf"
tJe8u-tyVTo,420.0,430.0,"/m/04rlf,/m/0lyf6"
tLtn6yh9qKQ,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
tPvxQ5cSeZQ,20.0,30.0,"/m/03lty,/m/04rlf"
tQ1lo124Hz4,0.0,3.0,/m/07q6cd_
tS9138tdx9k,30.0,40.0,/t/dd00067
tVZCe9vmQHk,260.0,270.0,"/m/09x0r,/m/0cj0r,/t/dd00126"
tWSlSZ2y6x4,270.0,280.0,"/m/01hnzm,/m/04rlf"
tYrvI7ZCWCI,380.0,390.0,"/m/01sm1g,/m/0l14md"
tabpGLxXz0c,0.0,10.0,"/m/03q5_w,/m/04rlf,/m/07r4k75"
taiPZ1ea-jE,20.0,30.0,"/m/04rlf,/m/07qz6j3,/m/09x0r,/t/dd00002"
tfWdKKZMdxg,60.0,70.0,"/m/02lkt,/m/03mb9,/m/04rlf,/m/08cyft"
tg6UK0QcDE4,180.0,190.0,"/m/015y_n,/m/04rlf,/m/0g293,/m/0ln16"
ti-FlnpXCSQ,0.0,4.0,"/m/04rlf,/t/dd00004,/t/dd00005"
tiQrFpOECOo,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00018"
tnB7LNIcXC0,30.0,40.0,/m/07qlf79
tnMgQb5NtEU,437.0,447.0,"/m/04rlf,/m/09ct_,/m/09x0r"
to1aW6oInwo,310.0,320.0,"/m/04rlf,/m/0l156b"
tpxPhVl16uo,20.0,30.0,"/m/078jl,/m/07rjwbb"
tqMZ7xMB5AU,100.0,110.0,"/m/01j3sz,/m/07rgt08,/m/09x0r"
trN9VslZGb8,130.0,140.0,"/m/0140xf,/m/02mscn,/m/04rlf"
tulo2-_Gmhg,30.0,40.0,"/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
u2zQJI_e30k,10.0,20.0,"/m/078jl,/m/07rjwbb"
u3INXs99JeA,30.0,40.0,"/m/04szw,/m/07brj,/m/09x0r"
u3jPL1N-0h4,230.0,240.0,"/m/04rlf,/m/08p9q4,/m/09x0r"
u4BXzOaMclc,30.0,40.0,/m/0mbct
u5-RtISysVg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
u5_d_sYB0qg,13.0,23.0,/m/07pjwq1
u7NCDZx1--U,30.0,40.0,"/m/07qz6j3,/m/09x0r"
uCBEP90pJ00,30.0,40.0,/m/030rvx
uCm-Rsvrw0s,0.0,8.0,"/m/032s66,/m/0_1c"
uF_tZTSHjXI,110.0,120.0,"/m/025td0t,/m/04rlf"
uGc18qtbOAM,80.0,90.0,"/m/01g50p,/m/02mk9,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00067"
uIqLz6LqMsU,140.0,150.0,"/m/04rlf,/m/06j6l"
uJdt8mW_peU,10.0,20.0,/m/07mzm6
uJsSTllgepA,0.0,10.0,"/m/01z47d,/m/04rlf"
uLQPPdAKp1w,20.0,30.0,/m/02_41
uNIuDkhwodA,30.0,40.0,"/m/0192l,/m/085jw"
uNV9hUiAdeo,30.0,40.0,"/m/02rr_,/m/04rlf,/m/0g12c5"
uPCD5WF8zRE,70.0,80.0,"/m/03m5k,/m/0d8_n"
uQv3oVGk9_M,0.0,10.0,/m/07qfgpx
uV0jaYHHd98,0.0,7.0,/m/07ryjzk
uY88mEdF54g,30.0,40.0,/m/0145m
uYNHHuIt_zE,210.0,220.0,"/m/07rrh0c,/m/09x0r"
uYY7cJzqyMU,570.0,580.0,/m/03wwcy
uZxCRCMe_ko,30.0,40.0,/m/07pyf11
uad4rBiImDo,30.0,40.0,"/m/04rlf,/t/dd00033"
uaik4mV2urE,0.0,10.0,/m/01g90h
ubn-35uqpZE,40.0,50.0,"/m/04rlf,/m/0gy1t2s"
ucICmff0K-Q,30.0,40.0,/m/01bjv
ucJC2w8dLg4,10.0,20.0,"/m/06mb1,/m/07r10fb,/t/dd00038"
ue5xr3mUF2A,20.0,30.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
ueGrX54zEs4,30.0,40.0,/m/07swgks
ugiJR19phX8,30.0,40.0,"/m/04rlf,/m/07r67yg"
uhpS9LM2vMQ,30.0,40.0,/m/078jl
uiPxvdr6S8c,80.0,90.0,/m/07qw_06
uidOHd93LYE,70.0,80.0,"/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
uj8BvJNRsA8,30.0,40.0,"/m/04rlf,/m/07qcpgn,/m/09x0r"
ukripG753x4,30.0,40.0,"/m/015lz1,/m/01lyv,/m/01swy6,/m/0326g,/m/04rlf,/m/074ft"
uovtUHXztoI,10.0,20.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
upkZl6g54wY,130.0,140.0,"/m/07s04w4,/m/09x0r"
uqtwOTsOF7I,30.0,40.0,"/m/032s66,/m/0_1c"
urgm_uUWO2w,30.0,40.0,"/m/026z9,/m/04rlf"
usqM-22gdGw,280.0,290.0,"/m/015lz1,/m/04rlf,/m/07q4ntr,/t/dd00126"
ut_8E40pK8Q,130.0,140.0,"/m/03kmc9,/m/0dgbq"
uthV5xApuWQ,30.0,40.0,/m/03wvsk
uuySqRPrzwI,2.0,12.0,"/m/04rlf,/m/04rmv,/m/09x0r"
uw0Piewnkmw,70.0,80.0,"/m/07rrlb6,/m/09x0r"
uwo8OeO0isQ,30.0,40.0,"/m/04rlf,/m/07rkbfh,/m/09x0r"
uwtZuIHD37Q,80.0,90.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
uxOaSvQy3xI,30.0,40.0,"/m/03_d0,/m/04rlf,/m/09x0r"
uxTace8BosQ,5.0,15.0,/m/07ryjzk
uzUtOG-q7gw,9.0,19.0,"/m/07qz6j3,/m/09x0r"
v-ZMADTJ6DA,220.0,230.0,"/m/015lz1,/m/01jnbd,/m/04rlf"
v-ea_MncCQk,120.0,130.0,"/m/02w4v,/m/04rlf"
v2jHmnU10Sg,410.0,420.0,"/m/0395lw,/m/04rlf"
v3vV19nC2dA,230.0,240.0,"/m/07qcx4z,/m/09x0r,/t/dd00125"
v4ehaGeo6vs,190.0,200.0,/m/01y3hg
v56paXFFfig,20.0,30.0,"/m/032s66,/m/0_1c"
v6CRKWApOuU,0.0,10.0,"/m/03dnzn,/m/0838f"
vAl7W7sqGq4,250.0,260.0,/m/01lsmm
vBio7wQ5dAk,30.0,40.0,/m/01wy6
vCGSQaYp1AM,50.0,60.0,"/m/0130jx,/m/02jz0l,/m/03dnzn,/m/0838f"
vCX5uLMIxEE,110.0,120.0,/m/02bk07
vDqjk41i1Qs,30.0,40.0,"/m/03kmc9,/m/07pp_mv"
vEK5ozeorms,0.0,10.0,"/m/04rlf,/m/0fd3y"
vGkdEGzt3SQ,230.0,240.0,/m/07qqyl4
vIaYxRvyU7U,30.0,40.0,"/m/04rlf,/m/06bxc"
vKkPKM5_i00,320.0,330.0,"/m/01z7dr,/m/04rlf"
vLa9mxrrrsc,30.0,40.0,"/m/04k94,/m/09x0r,/m/0dv3j"
vMGcjpFcwz4,0.0,10.0,"/m/015y_n,/m/04rlf,/m/09x0r"
vN4AZnqdvt4,410.0,420.0,"/m/04rlf,/m/0dl5d"
vPrGJD4Dq_4,310.0,320.0,"/m/026fgl,/m/0dwsp"
vRHPK2JMbUg,30.0,40.0,/m/0242l
vUuUsqhU934,560.0,570.0,/m/028v0c
vV5dCUUoiaU,30.0,40.0,"/m/04rlf,/m/06bxc"
vW2piLwSoME,30.0,40.0,"/m/04k94,/m/04rlf,/m/07p7b8y"
vWjDMosGfzE,280.0,290.0,"/m/07plz5l,/m/09x0r,/t/dd00125"
vZYOFoq0500,30.0,40.0,"/m/04rlf,/m/0ggx5q,/t/dd00032"
vZfCGYbqgho,10.0,20.0,"/m/04rlf,/m/07qf0zm"
vZxSjmSu5mU,140.0,150.0,"/m/04rlf,/m/05fw6t,/m/068zj,/m/09x0r"
vf5O9eXAXME,110.0,120.0,"/m/01p970,/m/026t6,/m/0l14md"
vh4ul8fKXYo,10.0,20.0,/m/01g90h
viqUps-FiUA,30.0,40.0,/m/027m70_
vmAsxFQbEg4,190.0,200.0,"/m/028v0c,/m/09x0r"
vnSD0d7yV8s,0.0,10.0,"/m/01kcd,/m/07gql"
voufpP56Sgw,30.0,40.0,/m/07r4gkf
vpyrVD7Woss,20.0,30.0,"/m/02fxyj,/m/04rlf,/m/09x0r,/t/dd00125"
vqdE6gs3xMs,260.0,270.0,/m/05_wcq
vsXACZRRSNQ,0.0,9.0,"/m/03vt0,/m/06hps,/m/09xqv"
vtec7HZK1q8,90.0,100.0,"/m/026z9,/m/04rlf"
w-LFynW1oik,0.0,7.0,/m/01g90h
w-qG-P9E1U4,500.0,510.0,"/m/01s0ps,/m/05148p4,/m/05r5c"
w2bd5zzom9c,0.0,10.0,"/m/01jg02,/m/01jg1z,/m/04rlf"
w3YFcMnl_dE,460.0,470.0,/m/06hck5
w3gb47Cb5Ko,50.0,60.0,"/m/013y1f,/m/03gvt"
w56WAdzPlwA,40.0,50.0,"/m/02cjck,/m/04rlf"
w5KjERog9uM,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00001"
w7-H5N-0aJQ,0.0,10.0,"/m/085jw,/m/0l14j_"
wBxdxy9nTkg,20.0,30.0,"/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq"
wCDvwToYn1I,140.0,150.0,"/m/04rlf,/m/06j64v"
wEmEkLQDl0U,0.0,9.0,"/m/01yrx,/m/07qrkrw,/m/0jbk"
wGV0DjYXBLk,30.0,40.0,"/m/07rgt08,/m/09x0r"
wH89yPM1NYY,150.0,160.0,/g/122z_qxw
wLZN01Vd63w,30.0,40.0,/m/02_nn
wLwLNyWXi_M,60.0,70.0,"/m/04rlf,/m/06w87"
wMuK4jMvks4,60.0,70.0,"/m/04rlf,/m/05r5wn"
wSFSm0cLylM,10.0,20.0,"/m/03q5_w,/m/09x0r"
wVW17eCfbhw,10.0,20.0,"/m/01hgjl,/m/04rlf,/m/07gxw"
wWmhsYkoLpM,270.0,280.0,"/m/026z9,/m/02x8m,/m/04rlf,/m/0gywn"
wc2g5HeV0mI,190.0,200.0,"/m/015lz1,/m/04rlf,/m/0ggq0m"
wfDSBIrDJks,20.0,30.0,"/m/09x0r,/m/0brhx"
wfkR0U2VnSs,30.0,40.0,"/m/04rlf,/t/dd00034"
wgF9Z-Ui6x8,30.0,40.0,/m/07pjwq1
wgKWQMR2yUc,510.0,520.0,"/g/122z_qxw,/m/04rlf,/m/09x0r"
wgaovDRpLQM,60.0,70.0,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf"
wgcsA-YWCaQ,120.0,130.0,"/m/07pdhp0,/m/09x0r,/t/dd00126"
whxE-7AS5HA,0.0,10.0,/m/07p78v5
wkQgTPAldgE,30.0,40.0,"/m/013y1f,/m/03gvt"
wp7904Uk4qk,30.0,40.0,"/m/028ght,/m/030rvx,/m/04rlf"
wq1098my4zA,130.0,140.0,"/m/015lz1,/m/04rlf,/m/07pkxdp"
wqR7LHho-WE,10.0,20.0,"/m/0463cq4,/m/07qw_06,/m/09x0r"
wt0D2G9acWo,10.0,20.0,/m/05pd6
wtC4hhd4ZoI,280.0,290.0,"/m/06bz3,/m/09x0r"
wu9977NGjNM,0.0,8.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
wxfWI5yRC_Y,60.0,70.0,/m/01lsmm
wxqnXGRST84,30.0,40.0,"/m/04rlf,/m/07r660_,/m/09x0r"
